id,gender,age,height,pro_vac
8ed9d0ed,0,45,164.5563423603383,1.0
903b8384,0,54,159.25899886086873,1.0
9241c875,1,38,211.1125116833455,1.0
d36bc048,1,35,186.595588991782,1.0
c88da0d9,1,49,180.74724213481304,1.0
9da45ae6,1,56,173.0205357011865,1.0
2ad0ee8c,0,42,178.05768279010053,0.0
9ecce84c,1,61,168.75654048236385,1.0
1484db56,1,49,179.5845586989603,1.0
4611c19b,1,54,194.5348714511617,1.0
16b9ceb8,0,38,148.1527921937105,1.0
19aabb0f,1,53,186.8793950600639,1.0
20f4136c,1,46,199.7216408731473,1.0
c1d11e07,1,50,183.90920876376785,1.0
71c945d5,1,41,174.30588444438325,0.0
40b0bd3f,0,41,164.0413669921191,1.0
1fdcbf4e,1,34,194.9371679291121,1.0
0dbb61fe,0,38,157.5216557177218,1.0
1a675111,0,54,164.54028507487644,1.0
ee869fae,0,52,165.10617784223692,1.0
0d2ff6d9,0,50,146.0346827816222,1.0
333d25e4,0,48,149.99604926528616,0.0
f00d4e4b,1,33,205.7096377742862,1.0
f2bfc715,0,57,176.9995594042109,1.0
62eaa48a,1,65,182.64524228212335,1.0
11e2586e,1,53,172.41087036908255,1.0
d51bab2d,0,46,150.98328542126293,1.0
b5626ba0,1,43,195.95334281368633,1.0
35578946,0,51,185.506439926961,1.0
9b7572a7,1,53,184.40953117645498,1.0
fbdbaf79,0,45,154.63573079328026,1.0
9e1ecc98,1,57,181.96931618471763,0.0
c5c2dd47,1,57,190.42396169291982,1.0
04c1f5dc,1,58,197.3424415009779,1.0
205eabc7,1,54,191.9007594163416,0.0
704c4397,1,40,194.86178859295336,1.0
92e7f186,1,53,188.94041138500384,0.0
b61e004d,1,54,178.67774014892456,1.0
fbaec096,1,50,196.90870266376066,1.0
cda53a38,1,57,190.00647108364214,1.0
e0ea4736,1,48,182.8244718081251,1.0
d2cf5145,1,46,180.39381365414,1.0
04a93793,0,48,166.267194447607,1.0
63228ba2,1,41,187.02381913655685,0.0
11998983,1,40,189.10228596850146,0.0
42ff25a1,1,56,185.3076150397064,0.0
af0662df,1,42,197.75703738588464,1.0
c67e03be,1,61,199.92082063612867,1.0
245ef5dc,0,59,147.2321418958395,1.0
a0b47241,0,57,177.61363946138704,1.0
cf4e150a,0,54,171.72071533689598,1.0
da4109a3,1,44,169.1616991514231,0.0
ef79c48e,0,46,136.96146390962605,1.0
90819c39,0,50,171.6146728114946,1.0
0bf530e8,0,62,148.10331000627627,1.0
28069ecb,1,41,197.77431771307573,1.0
a86dd5a9,1,59,194.0835695854762,1.0
73c817b5,1,48,187.87049826570015,1.0
a3ca20b2,1,34,174.52204814335485,0.0
da80c391,1,39,193.8540447348284,0.0
d0bae983,1,53,185.79538126078006,1.0
7a25a130,1,42,193.35834536966257,1.0
928cfa21,1,53,195.55641798747854,1.0
4afd1071,1,34,188.1413519297545,1.0
aad6a4be,1,38,179.01079138484758,1.0
a2d225fe,0,58,167.99224176560878,1.0
1d0c5b7d,1,50,186.29788658856256,0.0
1908f4c9,0,50,165.9006338552706,0.0
737e5c56,0,47,163.84890049365956,1.0
4cc17d16,1,42,182.93750043536676,1.0
c77f6179,1,60,154.1622673537811,1.0
4db40701,1,54,195.35260191102486,1.0
c197fff7,1,49,185.62189005774331,0.0
6f7add27,1,53,185.9074592822269,0.0
11a8ed72,1,52,200.05843795820545,1.0
d089994f,1,47,191.82975125839016,1.0
bd184235,1,52,179.51150816449845,1.0
2afc77e5,1,51,190.9425635640788,1.0
febfe029,1,47,186.2136604708263,1.0
99cbfa60,1,63,195.18332125603507,1.0
3efe5bf9,0,58,168.01693645009303,0.0
39630a67,1,48,195.10324245487146,1.0
f51b804a,1,58,192.93807819354606,1.0
74fb21e4,1,75,182.86818364239954,1.0
7957008c,1,40,197.26456050063663,0.0
051c47a3,0,61,166.86566052053615,1.0
2e485224,1,55,195.89111441226706,0.0
0c025701,1,53,186.78141485327893,0.0
c9c25d2f,0,51,164.17195002174833,0.0
89e25206,1,59,196.74842368258717,1.0
715eff07,1,54,183.84029123145086,1.0
b255be41,1,61,181.42053960628124,1.0
280af38d,1,46,160.8611700811863,1.0
67b89cc5,1,49,184.43564167898046,1.0
254d92af,1,57,178.96105451761412,1.0
4ec5d85a,1,44,187.39677813595927,0.0
af0cde0d,1,57,181.54256686567481,1.0
da7e0b89,1,48,173.93099953118477,1.0
fdd0d618,0,43,167.8088164319496,1.0
ebd9cf43,1,56,170.61916830114066,1.0
4ca55dad,1,37,188.08797596505482,1.0
04d3ed63,1,71,192.30778923855323,1.0
bb1e0040,0,39,167.6211576473472,1.0
ad7637e5,1,68,182.92471895712777,1.0
67f22165,1,45,182.43246676192194,1.0
da02c4b2,1,33,200.37326232521264,1.0
4be4b95e,0,42,153.26182784031073,1.0
e2c58aa5,1,51,194.8459732759543,1.0
082d7b3a,1,68,203.21866415982117,1.0
ffafee19,0,52,163.4672594690748,1.0
4be0833a,0,46,168.29689356600556,0.0
d819b9eb,1,66,199.73344064361484,1.0
9efb43e4,0,44,164.00942692111892,0.0
f813a490,0,49,168.36735962983767,0.0
6d597436,1,53,191.62379852942863,1.0
f595e6b7,1,48,181.37986108796767,0.0
1d7a57a7,1,48,170.92106667468295,1.0
38a6897a,1,41,172.78996877128986,1.0
7ec1bc69,1,38,206.6362582331703,0.0
d2f26f86,1,40,184.57346491693295,1.0
c92d0d70,1,48,172.7230733115157,1.0
7905e95f,1,50,183.2514816675507,1.0
914e03e3,1,46,186.09050189313467,1.0
e0c900b9,0,51,165.8041471080028,1.0
854c004c,0,50,152.49811779580727,1.0
70966b18,1,46,172.57218136264441,1.0
67fb0155,0,53,172.55321026789898,0.0
46970bba,1,51,168.44779035302562,1.0
c2336094,1,34,185.28903390728482,1.0
7c8ffc33,1,40,188.66614482140258,1.0
33894f5e,0,61,182.1864954436096,1.0
4b099b4b,1,48,196.62243031811312,0.0
f129f2e8,0,58,161.2312101500024,1.0
cd1ea4ca,1,62,196.65663595199126,1.0
a2fa2019,1,38,184.4579164990856,0.0
0959ff34,1,39,172.3498493805515,1.0
c10019b5,0,44,186.29915811611042,1.0
a226affa,1,53,190.6786376754336,1.0
f5b216ee,1,41,183.5810075736454,1.0
db59f577,1,61,191.53941942251987,1.0
e57bf0a8,1,47,184.9118428300519,1.0
33f90226,1,45,182.03757702949167,1.0
795b8e3e,1,61,198.69613586618414,1.0
92af8a45,1,45,181.2674846663437,1.0
b2d77aa6,0,56,169.52013124208872,1.0
0b59b9d5,1,48,178.0818790100784,1.0
2d6f0ec0,1,35,179.61522364446515,0.0
652f80eb,1,59,189.63328781886804,1.0
caac8102,1,56,188.34136606945017,0.0
ff6c7e47,0,56,169.38289759974123,1.0
3ff2d2d8,1,59,181.07788661453776,1.0
5c52e126,1,65,180.2324898354196,1.0
804cdef9,1,39,174.46057569215324,0.0
dd7cac2d,1,53,196.74515034201406,1.0
55a7ae94,0,36,173.0755697606562,0.0
19f04e0e,1,52,195.07265057740614,1.0
da341a4c,1,43,196.8932099741325,0.0
5c7c3e8f,0,49,171.68493111064157,1.0
43d2f497,1,42,171.83127539072575,1.0
d9bcc8c2,1,51,192.01174103544318,1.0
f186beb9,0,61,166.91081682325597,1.0
dd240d1f,0,39,179.6718077452832,1.0
0fdeba18,1,37,183.64484258208597,1.0
b79ecba0,0,53,171.9936755492518,1.0
f970953d,0,59,165.45254114990323,1.0
3afc3435,1,64,183.24635468442386,0.0
87cbfed5,1,47,186.88025910713128,1.0
0d451d75,1,59,184.05705882316852,1.0
f2e14522,1,48,184.3314827224529,1.0
88de5864,1,45,180.52686065353933,1.0
fdcf4954,1,48,181.95464187375245,1.0
ed5923b3,1,54,182.68272467082372,0.0
f9e4f2d3,1,45,178.0710916766222,1.0
d52d3367,0,37,172.36115262770556,1.0
7719d982,1,49,191.92125648031657,1.0
f5b4c720,1,45,186.8085702434723,1.0
188ff502,0,45,170.50662001855366,1.0
91eaabdf,0,54,165.76119153880828,1.0
ff5c6faf,1,44,196.9535446742705,1.0
77901ade,1,40,189.57388593792916,1.0
e812737d,0,26,187.2113299803136,1.0
8ef592ec,1,66,187.13054965763848,1.0
328dc7e2,0,57,172.30178772929767,1.0
827593cb,1,54,186.52098272778898,1.0
ee27b159,1,46,185.93392970993412,1.0
d7d84adf,1,40,189.83333360220536,1.0
aa0a5f72,1,41,168.09547888194726,1.0
a8c43444,1,53,191.41598135877828,1.0
d298ea70,0,46,163.96414035257578,1.0
65974eb2,0,40,151.3178442223309,1.0
4d4eb23b,1,56,178.66816332052414,0.0
e8e9db7c,0,48,178.97620578353536,1.0
4c6e171d,1,56,180.81268911019876,1.0
27d029f3,1,57,183.60927613255512,0.0
6d4caab8,1,33,173.74505340599,1.0
dce1aaec,1,44,180.65227982955486,1.0
8c2c7480,0,60,157.240242017875,1.0
23551dcd,1,68,195.1998477241825,0.0
623e97cc,1,59,193.82924073512413,0.0
9a2bf0f1,1,57,196.67059516968698,1.0
8165553f,1,52,189.06239109349076,0.0
e173df1a,0,56,159.69209707930418,1.0
a5074865,0,50,161.720479083359,1.0
1c77a449,1,54,176.202027732014,0.0
74d717e4,1,36,173.89075265355717,0.0
eb175adf,1,56,184.7005632767122,1.0
bb921a26,1,42,203.37823454224065,1.0
38cfbd87,0,46,161.44211581814545,1.0
4b07ebc7,0,47,184.82784006986873,1.0
648bcbe4,1,68,181.08273461336168,1.0
eb2dbf8c,1,48,173.0364994456477,1.0
95a9a590,0,45,165.63550333180888,1.0
da6bb2c2,1,54,205.13349919164781,0.0
a8b35882,1,50,182.29214457891268,1.0
b1c0fafc,0,47,161.45810542336264,0.0
488a2aae,0,49,158.62078379316665,1.0
598aa822,1,53,204.93427496147265,1.0
cf35c00f,0,47,166.98574282139828,0.0
339efb92,1,40,193.1421363547011,1.0
0a622b47,1,43,180.65593403248002,1.0
11e1ec6b,0,70,158.5943450053384,0.0
6c72c8c1,1,66,199.83013561706224,1.0
0a94e025,0,53,168.09798134196598,1.0
a5553586,1,56,196.66224627702414,0.0
bcb530d9,1,40,193.3402316319596,1.0
5f1521cc,1,46,186.6966765367307,1.0
4db7d860,1,60,183.1243364581367,1.0
c22c91d3,1,49,177.7343814042965,1.0
b6e35e89,1,55,182.32791052240344,0.0
8480cf42,0,35,178.29969336875354,1.0
2386e189,0,49,156.69713845774794,1.0
90f189b6,0,44,175.58291130317178,1.0
51a7b911,1,56,192.53853801235658,1.0
e5efffbf,0,40,163.44034268145458,1.0
21a27ce2,0,40,177.80927779451702,1.0
02b42973,1,43,203.87547742932048,1.0
57b7d81c,1,45,177.80684099990103,1.0
d7f5bb7d,1,40,183.17334414818052,1.0
e169ff95,1,56,187.55010764561936,1.0
18a93a16,0,54,177.10872986465552,1.0
b3f450c2,1,45,186.87102723219914,0.0
0cec8831,1,49,190.11014512094533,1.0
5312cc15,0,55,182.6281348070282,0.0
ef9c8b40,1,62,163.54230132064674,0.0
ed1bfb07,1,35,183.62390340067455,1.0
4a8eca63,1,43,192.5168646911536,1.0
f4782675,0,46,166.7666258000625,1.0
d21a9392,0,39,145.10412732773892,1.0
f38ac78f,1,54,184.07409442241652,1.0
6a303c99,1,74,195.02997653967893,1.0
256b45bd,1,59,194.52945973306754,0.0
fa82a392,1,67,191.71950202736514,0.0
f4efff62,0,57,155.39485527549948,1.0
84d0feb1,1,35,177.39162192757237,0.0
c18bc4e3,1,62,189.74377304142837,1.0
312c9fab,0,51,177.15420401617752,1.0
da777a42,0,60,172.95455763185882,1.0
db512fa1,0,51,171.67277867009815,1.0
f9849321,0,45,168.46148309055033,0.0
09b57587,0,54,163.33099111564607,1.0
95a47f1f,1,52,178.43388588117173,1.0
4ecefbf6,0,40,155.226771410362,1.0
122b3d6c,1,59,190.7992004993344,0.0
d118542d,0,49,157.55071370980494,1.0
71a0dafd,1,53,173.42359401852684,1.0
00d1fe15,0,58,170.6808878381942,1.0
9e4ea28c,1,44,191.87358084289176,1.0
360b02aa,0,45,168.68589950757337,1.0
14c39832,1,59,183.26751606316654,1.0
86a88f55,0,47,146.46411566677025,1.0
fc87ff2f,0,45,160.65516971262917,1.0
98d88225,0,36,145.21981342436698,1.0
a58ca1ad,0,59,162.56837575283714,1.0
1c985f7a,1,51,185.65378785564187,1.0
f69f0f8e,0,48,165.42450410785258,1.0
2ef3483a,1,70,193.4447643239278,1.0
78dba32f,1,45,181.05015787381254,0.0
f0e416c5,1,52,184.26746894039553,0.0
5de6c6ee,0,49,169.26810527029224,0.0
6703feb8,1,51,167.67881122993825,0.0
4f95b9d3,1,59,172.61132821231172,0.0
072d9475,1,56,193.23588295629233,1.0
99d29937,1,54,193.41408450652747,1.0
226f3257,1,62,183.58736824566276,1.0
41289882,0,45,187.41520490474832,1.0
60be8445,1,60,181.31864510458672,1.0
e63570da,1,53,171.79390289355138,1.0
db5e2a8c,1,52,170.8679883871207,1.0
8ef94362,0,50,158.11426857381585,1.0
43f398a8,1,51,196.59027862413464,1.0
c96a5d2f,1,35,166.79595003828095,0.0
4b2bbaa2,1,48,175.54354016370036,0.0
a357bab0,1,49,189.32205141176712,1.0
6166e21c,1,43,165.6098210016844,1.0
7a03fe14,0,35,148.54160008620173,0.0
42f52415,1,45,198.59736601165804,1.0
f5172e4e,0,48,173.54230820486706,1.0
eb4bcf73,1,56,194.43461000889818,1.0
32211a99,1,48,169.43967245678402,1.0
d411a960,1,56,200.6535531919476,0.0
a2170c14,1,51,192.08631429026417,1.0
1011fa79,1,58,183.77866435049955,0.0
d030fb20,0,47,167.96570247800955,1.0
41420c33,1,37,177.16667253977693,0.0
be3bad92,1,54,198.32769899294004,1.0
7cd3cf43,1,49,196.8321636640349,1.0
fe831e98,1,57,192.8439982194043,1.0
ffad8885,1,50,174.2406316392089,1.0
2fc9b216,0,31,151.70523626263548,1.0
bb577510,1,57,207.1929548973202,1.0
61c3aa3c,1,54,172.52743174795037,1.0
f5ef9d55,1,49,191.99901637697224,1.0
23605c24,1,58,188.00200929774786,1.0
454bdacf,1,43,186.53507445708894,1.0
304aeecd,0,52,151.09647568316703,1.0
3daff63e,1,48,181.79730137607766,1.0
5fdda64b,0,59,167.9240492687159,1.0
2f978281,1,45,190.51459811233542,1.0
fbc4cd0a,0,53,155.08606862641955,1.0
617506c1,1,55,198.0879693185759,0.0
abe494f3,1,58,171.07436218742936,1.0
51c65b25,1,47,179.18166128980747,1.0
822549b7,1,43,176.60066855322836,1.0
9cd9347a,1,66,185.1924165420439,1.0
73c86cd0,0,61,169.79845437255676,1.0
857cf6ad,1,54,189.91817066427208,1.0
c221abeb,0,57,141.18238871246942,1.0
ddc08618,1,48,195.58172617430168,1.0
748ddeac,0,47,153.93745140811686,1.0
dd5c79f6,1,55,189.26983783618357,1.0
a93ba7c0,0,45,183.42313909268972,1.0
5ba69dd2,0,40,172.65667577982208,1.0
5959700d,0,64,170.69985192709925,1.0
936b0f1d,1,36,178.76380656798906,1.0
a493c064,1,48,198.5605411849589,0.0
e71e6345,1,65,172.56292447936843,0.0
6ebde232,1,51,183.8319442763291,1.0
2d5ad843,0,49,155.10028836637747,1.0
5373312e,0,38,162.86473755402378,1.0
c3ebb761,0,48,162.0960821047976,0.0
b709d2c0,1,49,182.98797474274164,1.0
31bc24d5,1,44,192.98429602503288,0.0
da15c3d6,1,59,182.76224314666726,1.0
ff650462,1,41,204.15770605122412,0.0
a1fcf963,0,55,173.1704053516327,1.0
f326525e,1,52,196.3245605380196,0.0
ef09ecc1,1,38,183.0934250555744,0.0
a89c33d1,1,58,204.11511423025902,0.0
c8336ff8,1,46,202.30613239166453,1.0
c9cacab7,1,52,173.7950956648171,1.0
e4e6bcf5,1,44,194.60539956721303,1.0
26223a65,0,61,173.42653151652448,1.0
0653ad9e,1,58,177.5295444762682,1.0
c1811aa1,1,58,203.12827620935326,1.0
03aefbd3,1,43,197.45364530514428,1.0
cf4a1f29,1,50,169.2114409843505,1.0
e1511f32,1,45,168.52699314773653,1.0
56c90534,0,44,172.45814008621133,1.0
0c437fe8,1,60,169.47639676062005,1.0
57d813ae,0,52,170.7725492552842,1.0
b2c5cd43,1,49,174.5663088258312,1.0
d018d26f,1,57,177.71696587660202,1.0
4e8b35c6,1,52,188.50204942923082,1.0
0372464e,1,64,195.6723543822846,1.0
f6c001b7,1,50,181.06942792084365,1.0
b9db01ae,1,47,186.8361930900159,1.0
6ed6aaae,0,40,167.47007198167873,1.0
09e3920e,0,49,157.48499678794178,1.0
36708bbe,1,52,188.20539970695327,1.0
b59197e0,1,56,173.17388031569877,1.0
62aa83d7,1,41,194.68431832340158,1.0
19bb55b2,1,57,189.43194052510523,0.0
a7b54f8c,1,54,167.79819981035163,1.0
4846a1f1,1,51,183.68787531393886,1.0
60bc90a7,1,54,185.46020373568095,1.0
9c5999a7,0,50,175.01406407880114,0.0
68ee168a,0,43,162.40944654419337,1.0
f5d2c002,1,60,184.0367051037446,0.0
bb31a22b,1,60,193.5671951367964,1.0
6fb4e3b9,1,61,167.0617853974391,1.0
49dcc0bd,1,50,188.49154567787573,1.0
8e4432c6,1,61,192.2937475520926,0.0
b08bddda,1,57,179.02870647861081,0.0
47d5723c,0,43,182.90626045589167,0.0
eef5d19d,0,49,176.96800259780474,1.0
15c583a9,1,49,165.8060923359567,1.0
165de664,0,34,171.25584915984885,1.0
46ac1708,1,42,188.84203945862458,1.0
d74ff62a,1,32,216.27516272350957,1.0
6ec0eea4,1,58,182.86568792619136,1.0
c1751584,1,63,193.21798986717602,1.0
50d419e5,1,54,185.84759135038308,0.0
4296b632,0,37,151.56338252253454,1.0
f2d07b4a,1,57,191.86096537977113,1.0
f6d2eda7,0,51,190.4210119636109,1.0
5a209513,0,42,171.498557331365,1.0
b9db7928,1,42,190.1420566247173,1.0
7abb7d16,0,58,182.15378314508266,1.0
efeeb3ca,0,50,172.20199917630845,1.0
a9890fb3,0,51,183.88696778079455,1.0
4ff1626b,0,52,168.53075794980458,1.0
37814f80,0,44,176.89180280752177,1.0
fe6d794c,1,49,182.32775152181685,1.0
a8e2abfd,1,38,201.44599810582423,1.0
773438e6,1,48,186.64639283370747,0.0
085f5f80,1,52,174.19055510011282,0.0
bdb2be7f,1,45,174.684185580424,1.0
8c12fc2f,1,44,175.64670762948668,1.0
9d139f07,1,64,168.4909511236009,1.0
07738bfd,1,36,192.17638319311018,1.0
d20fee86,1,55,186.44951845662163,1.0
7f5a837c,1,22,176.98287204504962,1.0
9754ad96,1,66,189.08860124702724,1.0
976d03e5,1,40,214.1389238059933,1.0
605035d4,1,58,194.4596238618697,1.0
66d9c4f5,1,50,188.581798492868,1.0
81642eaf,1,38,194.56353789744645,1.0
8a949432,1,39,179.71696116447788,1.0
4cc71509,1,46,174.81476813675366,1.0
4e5b9827,0,24,168.81365190059262,1.0
7434da34,0,51,170.5150669254493,1.0
22152781,1,40,171.76442632383092,1.0
83180f1c,1,35,183.80165984560375,1.0
77f1d307,1,67,194.86719664406962,0.0
ea85d1b7,1,40,194.08505654808647,0.0
4562c385,1,48,166.50007222476847,1.0
79565a18,1,56,187.24457598091936,1.0
0fd32615,1,53,184.07058585041955,1.0
1bb10517,0,36,160.33269936686662,1.0
53ad2da9,0,40,175.37839742328111,0.0
196856c0,1,45,171.0208944745357,1.0
b2f95284,1,47,196.10385879603567,1.0
200f0929,1,48,180.3803563449535,1.0
8b3af8f1,0,48,175.31789282010303,0.0
82817b00,1,45,188.3309667512813,1.0
01dc5a84,1,49,191.27328748586783,1.0
39cc5286,1,44,186.42581786036854,1.0
3e401f54,1,47,181.37105879875665,1.0
7526625d,0,37,158.02401857653368,0.0
fe634b27,1,67,174.92413268918006,1.0
5577d8f7,1,34,188.64179494687883,1.0
4cf69838,1,53,191.62145926772052,0.0
e041e0ec,1,61,176.66491487701495,1.0
b4f3d6b7,1,53,182.6211209072282,1.0
4af17d19,0,65,165.75790013720186,1.0
31650b47,1,49,184.2319181550873,1.0
834fb6b6,1,53,191.9657406282827,0.0
dbd88c30,1,47,172.4649849107617,1.0
2f662cdb,0,49,150.0464335992949,1.0
5fd466a4,0,51,158.8307518710122,1.0
89346884,1,29,200.9005503158368,1.0
d0d064fa,0,39,171.14262741956708,0.0
ae4e4350,1,57,188.2743338939723,1.0
0d2a1ae0,1,53,169.7429709305951,1.0
ad7cd2e2,1,45,195.5412458767819,0.0
751f8e4e,1,49,181.02392538785912,0.0
af9fcb6f,1,54,179.07543522662687,1.0
40cc8cdd,1,55,185.5598818835478,1.0
b3e0f9fd,0,47,154.1183584106875,1.0
24951784,0,51,164.39548899234433,1.0
b89a4469,1,49,186.723114414497,1.0
b4694491,0,48,172.31864140462866,1.0
60caa152,1,54,188.0380830287231,0.0
98d374e4,0,53,157.44891581845346,1.0
c5bd9111,0,50,167.27907640821766,1.0
a9da5588,1,58,177.606201671422,1.0
e72a6c24,1,47,201.41725746487646,1.0
738a12a0,0,45,174.8547404606805,1.0
2c7530c5,1,54,186.70878774675296,1.0
9df846f1,1,64,189.4400131647964,1.0
7090f3b8,1,56,195.97816839833018,0.0
b646f32b,0,48,163.4238844888485,1.0
742c8058,1,44,181.85264544453761,0.0
a96b92c8,1,45,183.51727210237266,1.0
e67bc0b5,1,47,185.4910489493152,1.0
ade44c4e,1,53,193.78627068557086,1.0
99fb1a92,1,44,204.23929925196325,1.0
15f7c3d1,0,51,171.231243920424,1.0
3ae2e357,0,50,156.65967280060437,1.0
27d4171b,0,43,163.55318189570139,1.0
2204fef8,1,66,198.80533582911784,0.0
e522a5c3,0,60,152.72213715830026,0.0
b6cf3fbf,1,52,176.79784583727118,0.0
2c0788dc,1,46,189.95295887994416,1.0
f94340f1,1,53,189.61432914560328,1.0
976cab31,1,57,181.24279802427165,1.0
f6df2d69,0,37,152.98429746579336,1.0
2ecdad59,1,59,202.52226908260997,1.0
38226433,1,41,174.52022831290648,1.0
5431438f,0,56,151.7254332588411,1.0
12e84e32,1,45,187.8836208752216,1.0
6812fa07,0,41,168.15758283200978,1.0
08e236f0,1,52,183.9854685013207,1.0
86712116,0,49,178.04700247645061,1.0
9fe0ad78,1,45,169.1820729839777,1.0
0cf27d85,0,56,164.71007613565067,0.0
032f4418,1,38,186.58502916112576,1.0
d28132a4,1,38,170.23816142028213,1.0
87e9926c,0,41,165.3033577560473,0.0
f9609f6c,0,47,148.74010709163795,1.0
61a39e49,1,52,202.54253029456532,1.0
89ead95a,1,60,177.77561153158794,1.0
479d93ff,1,39,178.46448110493387,1.0
ce215792,1,54,169.31168269543295,1.0
82a68de3,1,44,186.0888931575836,0.0
d941aa95,1,55,189.83090844119843,1.0
709a130f,0,56,164.70048306473356,1.0
12c4996e,1,51,187.02986711936137,1.0
249830f5,1,41,179.1103736065568,1.0
904c53a9,1,57,183.18823781700868,1.0
f7ab3af8,1,51,192.489043109932,1.0
8328f8a2,1,46,187.90611040406915,1.0
719810f5,1,51,178.12965716767863,1.0
70a12d15,1,62,174.8964548507547,1.0
0d21469f,0,46,155.37184930289962,0.0
6a0c8d90,1,50,184.32830849440336,1.0
222dcdbb,0,48,170.83720420691114,0.0
d22f7139,0,45,175.09203969497864,0.0
2ca7ce94,1,49,171.5492767460125,1.0
73534a8a,1,56,181.55593519403845,0.0
02fb3fb3,1,55,184.16960498764027,1.0
de2bed36,1,57,177.74678754492083,1.0
250a4953,1,54,180.90903642389085,1.0
73963a7a,0,65,162.47887124596306,1.0
2d583af7,1,57,190.08995306089957,1.0
e3c62c66,1,44,182.71493334232372,0.0
a9f824ec,0,61,176.65828477596065,1.0
aa93c45c,1,45,193.69687144351914,1.0
dcaa216d,1,41,210.2120980096637,1.0
6a41900e,1,50,184.85067132606292,1.0
573e5d81,1,62,177.06271655705945,1.0
f4e425bc,0,50,178.1931216469653,0.0
6a1b0a82,1,33,198.54707559884233,1.0
51e0e919,0,57,182.3645047031664,1.0
c5a1607d,1,48,192.1353914335968,1.0
12045dd5,1,49,191.67010006513289,1.0
97f80b44,0,57,164.80626583220754,1.0
82ee1e4a,1,47,179.98417057469268,1.0
e8c00fd0,0,40,137.03556466880923,1.0
c938eb86,0,60,170.70999398193115,1.0
b50cda9b,1,46,189.3801615556422,0.0
b04bc38e,0,42,171.93145930359577,0.0
fc180016,1,44,188.5653264697135,0.0
1c7483cc,1,53,175.78922700707201,1.0
a21c2a8f,1,58,182.6684574894056,1.0
bc524990,1,50,178.4966321817505,1.0
97223d65,1,44,192.35679951705444,1.0
09b4bd29,1,53,182.32417466739696,1.0
47fe374f,1,45,199.3682287987726,1.0
9a14e3f1,0,56,153.32915968465545,1.0
8a78528d,1,68,198.27248538997173,0.0
0e7bd3d6,0,49,150.78869237892934,0.0
